f_acidente;d_condicaometereologica
333544;Garoa/Chuvisco
333545;Céu Claro
333546;Céu Claro
333547;Céu Claro
333548;Nublado
333550;Céu Claro
333551;Sol
333552;Chuva
333553;Céu Claro
333555;Céu Claro
333556;Nublado
333557;Céu Claro
333558;Céu Claro
333559;Nublado
333560;Céu Claro
333561;Céu Claro
333562;Céu Claro
333565;Chuva
333566;Sol
333569;Céu Claro
333572;Nublado
333573;Céu Claro
333574;Sol
333575;Sol
333576;Chuva
333577;Chuva
333578;Chuva
333579;Céu Claro
333580;Céu Claro
333581;Sol
333582;Nublado
333583;Chuva
333584;Chuva
333585;Nublado
333586;Céu Claro
333587;Chuva
333588;Sol
333589;Nublado
333590;Céu Claro
333591;Chuva
333592;Garoa/Chuvisco
333593;Céu Claro
333594;Nublado
333595;Nublado
333596;Céu Claro
333597;Céu Claro
333598;Nublado
333599;Nublado
333602;Céu Claro
333603;Céu Claro
333604;Nublado
333605;Céu Claro
333606;Céu Claro
333607;Céu Claro
333608;Sol
333609;Céu Claro
333611;Garoa/Chuvisco
333612;Chuva
333613;Céu Claro
333614;Céu Claro
333615;Nublado
333616;Nublado
333617;Céu Claro
333618;Sol
333619;Nublado
333620;Nublado
333621;Chuva
333622;Céu Claro
333623;Sol
333624;Nublado
333625;Garoa/Chuvisco
333626;Nublado
333627;Nublado
333628;Céu Claro
333629;Nublado
333630;Chuva
333632;Céu Claro
333633;Céu Claro
333634;Céu Claro
333635;Céu Claro
333636;Céu Claro
333637;Chuva
333638;Céu Claro
333639;Nublado
333640;Céu Claro
333641;Chuva
333642;Nublado
333643;Céu Claro
333644;Chuva
333645;Garoa/Chuvisco
333646;Chuva
333647;Garoa/Chuvisco
333649;Céu Claro
333650;Chuva
333651;Céu Claro
333652;Céu Claro
333653;Nublado
333654;Céu Claro
333655;Garoa/Chuvisco
333656;Céu Claro
333657;Nublado
333658;Céu Claro
333659;Céu Claro
333661;Céu Claro
333662;Céu Claro
333663;Nublado
333664;Nublado
333665;Nublado
333666;Nublado
333667;Chuva
333668;Nublado
333670;Céu Claro
333671;Céu Claro
333672;Garoa/Chuvisco
333673;Céu Claro
333674;Nublado
333675;Céu Claro
333676;Chuva
333677;Céu Claro
333678;Céu Claro
333679;Céu Claro
333680;Chuva
333681;Chuva
333682;Céu Claro
333683;Céu Claro
333685;Céu Claro
333686;Céu Claro
333687;Céu Claro
333689;Nublado
333690;Céu Claro
333691;Céu Claro
333692;Nublado
333693;Chuva
333694;Garoa/Chuvisco
333695;Nublado
333696;Céu Claro
333698;Céu Claro
333699;Céu Claro
333700;Céu Claro
333701;Céu Claro
333702;Céu Claro
333703;Céu Claro
333704;Nublado
333705;Céu Claro
333706;Céu Claro
333707;Céu Claro
333708;Céu Claro
333709;Céu Claro
333710;Nublado
333711;Chuva
333712;Nublado
333713;Nublado
333714;Nublado
333715;Chuva
333716;Ignorado
333717;Céu Claro
333718;Nevoeiro/Neblina
333719;Nublado
333720;Céu Claro
333721;Céu Claro
333722;Garoa/Chuvisco
333723;Céu Claro
333724;Céu Claro
333725;Nublado
333726;Chuva
333727;Garoa/Chuvisco
333729;Céu Claro
333732;Chuva
333733;Chuva
333734;Chuva
333735;Céu Claro
333736;Céu Claro
333738;Céu Claro
333739;Céu Claro
333740;Sol
333742;Céu Claro
333743;Sol
333744;Céu Claro
333746;Garoa/Chuvisco
333747;Céu Claro
333748;Céu Claro
333749;Céu Claro
333750;Nublado
333751;Nublado
333753;Céu Claro
333754;Céu Claro
333755;Garoa/Chuvisco
333756;Sol
333757;Nublado
333760;Nublado
333761;Céu Claro
333762;Céu Claro
333764;Céu Claro
333765;Céu Claro
333766;Céu Claro
333767;Céu Claro
333770;Nublado
333771;Céu Claro
333772;Céu Claro
333773;Céu Claro
333774;Sol
333775;Céu Claro
333776;Céu Claro
333777;Nublado
333778;Garoa/Chuvisco
333779;Céu Claro
333781;Céu Claro
333783;Nublado
333784;Céu Claro
333785;Céu Claro
333786;Nublado
333788;Nublado
333789;Céu Claro
333790;Céu Claro
333793;Céu Claro
333795;Nublado
333797;Céu Claro
333798;Sol
333799;Céu Claro
333802;Céu Claro
333803;Chuva
333804;Céu Claro
333805;Céu Claro
333806;Sol
333808;Céu Claro
333809;Céu Claro
333810;Chuva
333811;Céu Claro
333812;Nublado
333814;Chuva
333816;Céu Claro
333818;Nublado
333819;Céu Claro
333820;Chuva
333822;Sol
333823;Céu Claro
333825;Céu Claro
333826;Céu Claro
333827;Céu Claro
333828;Nublado
333829;Céu Claro
333830;Chuva
333831;Céu Claro
333832;Nublado
333833;Sol
333834;Sol
333835;Sol
333836;Nublado
333837;Céu Claro
333838;Sol
333841;Sol
333842;Nublado
333844;Céu Claro
333845;Céu Claro
333846;Céu Claro
333847;Nublado
333850;Nublado
333852;Céu Claro
333853;Céu Claro
333854;Céu Claro
333855;Céu Claro
333857;Céu Claro
333858;Nublado
333859;Céu Claro
333861;Céu Claro
333863;Sol
333865;Sol
333866;Chuva
333867;Sol
333869;Céu Claro
333870;Nublado
333871;Céu Claro
333872;Sol
333873;Chuva
333874;Céu Claro
333875;Céu Claro
333876;Nublado
333878;Céu Claro
333879;Chuva
333881;Céu Claro
333883;Céu Claro
333884;Céu Claro
333885;Céu Claro
333886;Céu Claro
333887;Nublado
333888;Céu Claro
333889;Céu Claro
333890;Céu Claro
333891;Chuva
333893;Céu Claro
333895;Nublado
333896;Céu Claro
333897;Chuva
333898;Céu Claro
333900;Céu Claro
333901;Nublado
333902;Céu Claro
333903;Céu Claro
333904;Céu Claro
333905;Céu Claro
333906;Céu Claro
333907;Nublado
333908;Chuva
333910;Chuva
333911;Nublado
333912;Céu Claro
333913;Céu Claro
333914;Céu Claro
333915;Chuva
333916;Chuva
333917;Céu Claro
333918;Nublado
333919;Nublado
333921;Céu Claro
333922;Céu Claro
333923;Chuva
333924;Chuva
333925;Chuva
333927;Céu Claro
333928;Céu Claro
333929;Nublado
333930;Céu Claro
333932;Nublado
333933;Céu Claro
333934;Céu Claro
333935;Nublado
333936;Céu Claro
333937;Céu Claro
333938;Céu Claro
333939;Céu Claro
333940;Nublado
333941;Céu Claro
333942;Céu Claro
333943;Céu Claro
333944;Ignorado
333945;Nublado
333946;Céu Claro
333947;Céu Claro
333948;Céu Claro
333949;Céu Claro
333950;Nublado
333951;Nublado
333952;Céu Claro
333953;Céu Claro
333955;Nublado
333956;Sol
333958;Céu Claro
333959;Céu Claro
333961;Sol
333962;Sol
333964;Céu Claro
333965;Céu Claro
333966;Nublado
333969;Céu Claro
333970;Céu Claro
333971;Céu Claro
333972;Sol
333973;Céu Claro
333974;Nublado
333975;Céu Claro
333976;Céu Claro
333977;Céu Claro
333978;Sol
333980;Sol
333982;Sol
333983;Chuva
333984;Chuva
333985;Céu Claro
333986;Nublado
333987;Céu Claro
333988;Céu Claro
333990;Chuva
333991;Chuva
333992;Céu Claro
333993;Nublado
333994;Garoa/Chuvisco
333995;Nublado
333997;Céu Claro
333998;Nublado
333999;Céu Claro
334000;Sol
334001;Sol
334002;Céu Claro
334003;Céu Claro
334005;Céu Claro
334006;Chuva
334007;Céu Claro
334008;Céu Claro
334009;Céu Claro
334010;Chuva
334011;Céu Claro
334012;Sol
334014;Céu Claro
334015;Céu Claro
334016;Sol
334019;Chuva
334020;Céu Claro
334021;Nublado
334022;Chuva
334023;Sol
334025;Céu Claro
334026;Sol
334027;Céu Claro
334028;Nublado
334031;Céu Claro
334032;Céu Claro
334034;Nublado
334035;Céu Claro
334037;Nublado
334038;Chuva
334039;Chuva
334040;Garoa/Chuvisco
334041;Chuva
334042;Chuva
334043;Nublado
334044;Sol
334045;Sol
334046;Céu Claro
334047;Nublado
334048;Sol
334050;Céu Claro
334051;Céu Claro
334053;Nublado
334054;Nublado
334055;Nublado
334056;Céu Claro
334057;Céu Claro
334059;Chuva
334062;Céu Claro
334063;Céu Claro
334065;Nublado
334066;Céu Claro
334068;Céu Claro
334069;Céu Claro
334070;Sol
334071;Sol
334072;Céu Claro
334073;Céu Claro
334074;Céu Claro
334075;Nublado
334076;Céu Claro
334077;Céu Claro
334078;Nublado
334079;Nublado
334080;Ignorado
334082;Céu Claro
334084;Nublado
334085;Céu Claro
334086;Chuva
334087;Céu Claro
334089;Nublado
334090;Céu Claro
334091;Nublado
334092;Céu Claro
334093;Nublado
334094;Nublado
334095;Céu Claro
334096;Céu Claro
334097;Nublado
334098;Céu Claro
334099;Céu Claro
334100;Garoa/Chuvisco
334101;Garoa/Chuvisco
334102;Céu Claro
334103;Nublado
334105;Nublado
334106;Céu Claro
334108;Nublado
334109;Céu Claro
334111;Ignorado
334112;Céu Claro
334113;Nublado
334114;Céu Claro
334115;Céu Claro
334116;Céu Claro
334117;Nevoeiro/Neblina
334118;Céu Claro
334119;Nublado
334120;Nublado
334121;Nublado
334123;Nublado
334125;Céu Claro
334126;Chuva
334127;Céu Claro
334128;Chuva
334129;Nublado
334130;Nublado
334131;Sol
334132;Céu Claro
334133;Sol
334134;Nublado
334135;Céu Claro
334136;Nublado
334137;Céu Claro
334138;Garoa/Chuvisco
334139;Sol
334140;Céu Claro
334141;Nublado
334142;Céu Claro
334144;Garoa/Chuvisco
334145;Chuva
334147;Céu Claro
334148;Céu Claro
334149;Garoa/Chuvisco
334150;Nublado
334151;Céu Claro
334152;Nublado
334153;Chuva
334154;Céu Claro
334155;Nublado
334156;Céu Claro
334157;Chuva
334160;Céu Claro
334162;Céu Claro
334163;Céu Claro
334164;Chuva
334165;Céu Claro
334166;Sol
334167;Céu Claro
334168;Céu Claro
334169;Nublado
334170;Sol
334171;Céu Claro
334172;Céu Claro
334173;Chuva
334174;Nublado
334175;Nublado
334177;Nublado
334180;Céu Claro
334181;Chuva
334182;Nublado
334184;Chuva
334185;Chuva
334188;Nublado
334190;Céu Claro
334191;Chuva
334192;Nublado
334193;Céu Claro
334194;Nublado
334195;Céu Claro
334196;Nublado
334198;Chuva
334199;Chuva
334202;Céu Claro
334203;Nublado
334204;Céu Claro
334205;Céu Claro
334207;Sol
334209;Chuva
334210;Chuva
334211;Chuva
334212;Céu Claro
334213;Chuva
334214;Céu Claro
334215;Céu Claro
334217;Nublado
334218;Céu Claro
334219;Nublado
334220;Céu Claro
334221;Céu Claro
334222;Céu Claro
334223;Céu Claro
334224;Céu Claro
334225;Sol
334226;Céu Claro
334227;Céu Claro
334228;Céu Claro
334229;Céu Claro
334230;Céu Claro
334231;Chuva
334232;Chuva
334234;Nublado
334236;Nublado
334237;Céu Claro
334238;Chuva
334240;Céu Claro
334242;Nublado
334243;Céu Claro
334245;Nublado
334246;Céu Claro
334247;Sol
334248;Chuva
334249;Céu Claro
334251;Nublado
334252;Nublado
334253;Garoa/Chuvisco
334254;Nublado
334255;Chuva
334256;Sol
334257;Nublado
334258;Chuva
334259;Céu Claro
334260;Céu Claro
334261;Céu Claro
334263;Céu Claro
334264;Céu Claro
334265;Nublado
334266;Chuva
334268;Nublado
334270;Nublado
334271;Garoa/Chuvisco
334273;Nublado
334274;Céu Claro
334275;Chuva
334276;Céu Claro
334277;Chuva
334278;Nublado
334279;Nublado
334280;Céu Claro
334281;Céu Claro
334282;Chuva
334283;Céu Claro
334284;Nublado
334285;Nublado
334286;Chuva
334288;Nublado
334289;Céu Claro
334290;Chuva
334291;Céu Claro
334292;Chuva
334294;Céu Claro
334295;Céu Claro
334296;Sol
334297;Céu Claro
334298;Céu Claro
334299;Céu Claro
334300;Céu Claro
334301;Nublado
334302;Céu Claro
334303;Garoa/Chuvisco
334305;Nublado
334306;Chuva
334307;Nublado
334308;Céu Claro
334309;Céu Claro
334310;Céu Claro
334311;Chuva
334312;Céu Claro
334313;Nublado
334314;Céu Claro
334315;Sol
334316;Céu Claro
334317;Nublado
334318;Céu Claro
334319;Sol
334320;Sol
334321;Nublado
334322;Sol
334326;Garoa/Chuvisco
334329;Nublado
334330;Céu Claro
334331;Chuva
334332;Nublado
334333;Nublado
334334;Céu Claro
334336;Céu Claro
334337;Chuva
334341;Céu Claro
334342;Céu Claro
334343;Céu Claro
334344;Céu Claro
334346;Céu Claro
334348;Nublado
334350;Céu Claro
334351;Céu Claro
334352;Chuva
334353;Céu Claro
334354;Céu Claro
334355;Chuva
334356;Céu Claro
334357;Chuva
334358;Céu Claro
334359;Céu Claro
334360;Sol
334364;Céu Claro
334365;Garoa/Chuvisco
334367;Céu Claro
334368;Sol
334370;Sol
334371;Chuva
334372;Sol
334374;Céu Claro
334375;Nublado
334376;Céu Claro
334378;Céu Claro
334381;Céu Claro
334382;Chuva
334383;Nublado
334384;Céu Claro
334385;Sol
334386;Céu Claro
334388;Céu Claro
334389;Céu Claro
334392;Céu Claro
334394;Garoa/Chuvisco
334395;Céu Claro
334396;Chuva
334400;Céu Claro
334402;Nublado
334403;Céu Claro
334405;Céu Claro
334407;Nublado
334408;Céu Claro
334409;Nublado
334410;Chuva
334411;Céu Claro
334413;Nublado
334414;Chuva
334416;Chuva
334417;Céu Claro
334418;Céu Claro
334419;Nublado
334420;Céu Claro
334421;Garoa/Chuvisco
334422;Nublado
334423;Garoa/Chuvisco
334424;Garoa/Chuvisco
334425;Céu Claro
334426;Chuva
334427;Céu Claro
334429;Nublado
334430;Nublado
334431;Céu Claro
334432;Nublado
334433;Céu Claro
334434;Céu Claro
334435;Céu Claro
334436;Céu Claro
334437;Céu Claro
334439;Nublado
334441;Chuva
334442;Céu Claro
334443;Céu Claro
334444;Chuva
334446;Céu Claro
334447;Céu Claro
334448;Garoa/Chuvisco
334449;Chuva
334450;Céu Claro
334452;Céu Claro
334453;Chuva
334454;Céu Claro
334455;Nublado
334456;Nublado
334457;Nublado
334458;Céu Claro
334460;Céu Claro
334461;Céu Claro
334462;Céu Claro
334463;Céu Claro
334465;Céu Claro
334466;Sol
334467;Céu Claro
334468;Céu Claro
334469;Nublado
334470;Céu Claro
334471;Céu Claro
334472;Nublado
334474;Nublado
334475;Céu Claro
334476;Céu Claro
334477;Garoa/Chuvisco
334478;Nublado
334479;Céu Claro
334480;Céu Claro
334481;Céu Claro
334482;Céu Claro
334483;Nublado
334484;Céu Claro
334486;Céu Claro
334487;Céu Claro
334488;Céu Claro
334489;Céu Claro
334490;Céu Claro
334491;Nublado
334492;Céu Claro
334493;Garoa/Chuvisco
334494;Nublado
334495;Céu Claro
334498;Céu Claro
334499;Nublado
334500;Chuva
334502;Nublado
334505;Céu Claro
334506;Nublado
334507;Céu Claro
334508;Chuva
334510;Sol
334511;Chuva
334512;Céu Claro
334513;Sol
334514;Garoa/Chuvisco
334515;Céu Claro
334516;Chuva
334517;Nublado
334521;Céu Claro
334522;Céu Claro
334524;Céu Claro
334525;Sol
334526;Céu Claro
334527;Céu Claro
334528;Céu Claro
334530;Nublado
334531;Céu Claro
334533;Sol
334534;Céu Claro
334535;Céu Claro
334536;Nublado
334539;Céu Claro
334540;Céu Claro
334541;Céu Claro
334542;Céu Claro
334543;Céu Claro
334544;Sol
334545;Céu Claro
334546;Sol
334547;Céu Claro
334549;Garoa/Chuvisco
334550;Nublado
334554;Céu Claro
334556;Céu Claro
334557;Nublado
334558;Garoa/Chuvisco
334559;Céu Claro
334560;Céu Claro
334561;Céu Claro
334562;Nublado
334563;Nublado
334564;Céu Claro
334567;Chuva
334568;Chuva
334569;Céu Claro
334570;Chuva
334571;Sol
334572;Céu Claro
334573;Céu Claro
334574;Céu Claro
334575;Céu Claro
334576;Céu Claro
334577;Céu Claro
334578;Nublado
334579;Céu Claro
334583;Céu Claro
334584;Céu Claro
334585;Nublado
334586;Céu Claro
334587;Céu Claro
334588;Céu Claro
334589;Céu Claro
334591;Céu Claro
334592;Céu Claro
334593;Céu Claro
334594;Chuva
334595;Sol
334597;Nublado
334598;Sol
334599;Sol
334600;Céu Claro
334601;Céu Claro
334603;Chuva
334604;Nublado
334606;Nublado
334607;Nublado
334608;Céu Claro
334609;Nublado
334610;Nublado
334611;Nublado
334612;Chuva
334613;Sol
334614;Céu Claro
334615;Nublado
334616;Sol
334617;Céu Claro
334618;Chuva
334619;Céu Claro
334620;Sol
334621;Nublado
334622;Chuva
334623;Sol
334624;Céu Claro
334625;Céu Claro
334627;Chuva
334628;Sol
334629;Céu Claro
334630;Céu Claro
334631;Céu Claro
334632;Céu Claro
334633;Chuva
334635;Céu Claro
334636;Nublado
334637;Céu Claro
334638;Céu Claro
334639;Céu Claro
334640;Nublado
334641;Céu Claro
334642;Céu Claro
334643;Céu Claro
334645;Céu Claro
334646;Céu Claro
334647;Chuva
334648;Chuva
334649;Nublado
334650;Nublado
334651;Garoa/Chuvisco
334652;Céu Claro
334654;Céu Claro
334655;Sol
334656;Céu Claro
334657;Céu Claro
334659;Garoa/Chuvisco
334660;Nublado
334661;Céu Claro
334663;Céu Claro
334664;Chuva
334665;Céu Claro
334667;Céu Claro
334669;Nublado
334670;Céu Claro
334671;Nublado
334672;Nublado
334673;Céu Claro
334674;Céu Claro
334675;Céu Claro
334676;Céu Claro
334677;Céu Claro
334678;Céu Claro
334679;Céu Claro
334680;Céu Claro
334682;Céu Claro
334683;Chuva
334684;Nublado
334685;Nublado
334686;Nublado
334687;Céu Claro
334689;Nublado
334690;Nublado
334692;Chuva
334693;Chuva
334694;Nublado
334695;Céu Claro
334696;Céu Claro
334697;Céu Claro
334698;Céu Claro
334699;Céu Claro
334700;Céu Claro
334702;Céu Claro
334705;Céu Claro
334707;Nublado
334708;Céu Claro
334709;Nublado
334710;Garoa/Chuvisco
334711;Nublado
334712;Céu Claro
334714;Garoa/Chuvisco
334715;Nublado
334716;Céu Claro
334717;Céu Claro
334718;Nublado
334719;Céu Claro
334720;Nublado
334721;Nublado
334723;Nublado
334724;Ignorado
334725;Nublado
334726;Garoa/Chuvisco
334727;Céu Claro
334728;Chuva
334729;Céu Claro
334730;Céu Claro
334731;Nublado
334732;Céu Claro
334733;Chuva
334734;Céu Claro
334735;Céu Claro
334736;Chuva
334737;Chuva
334738;Céu Claro
334739;Céu Claro
334741;Chuva
334742;Céu Claro
334743;Ignorado
334745;Céu Claro
334746;Céu Claro
334747;Nublado
334748;Céu Claro
334749;Céu Claro
334750;Céu Claro
334751;Céu Claro
334752;Garoa/Chuvisco
334753;Chuva
334754;Céu Claro
334756;Céu Claro
334757;Céu Claro
334758;Céu Claro
334759;Céu Claro
334761;Chuva
334762;Chuva
334764;Céu Claro
334766;Céu Claro
334767;Céu Claro
334768;Céu Claro
334769;Chuva
334770;Céu Claro
334772;Céu Claro
334774;Nublado
334778;Chuva
334779;Nublado
334781;Nublado
334782;Chuva
334783;Chuva
334784;Céu Claro
334785;Céu Claro
334786;Nublado
334789;Chuva
334790;Céu Claro
334791;Nublado
334792;Chuva
334793;Céu Claro
334794;Céu Claro
334795;Céu Claro
334797;Nublado
334798;Nublado
334799;Céu Claro
334801;Chuva
334802;Céu Claro
334803;Sol
334804;Nublado
334805;Garoa/Chuvisco
334806;Nublado
334807;Garoa/Chuvisco
334808;Céu Claro
334809;Chuva
334811;Céu Claro
334812;Nublado
334813;Céu Claro
334814;Nublado
334815;Nublado
334816;Céu Claro
334817;Céu Claro
334818;Nublado
334819;Nublado
334820;Nublado
334821;Chuva
334822;Céu Claro
334823;Sol
334824;Céu Claro
334825;Chuva
334826;Nublado
334827;Chuva
334828;Sol
334829;Céu Claro
334830;Nublado
334831;Céu Claro
334832;Chuva
334833;Céu Claro
334835;Garoa/Chuvisco
334836;Nublado
334838;Céu Claro
334839;Nublado
334840;Céu Claro
334841;Céu Claro
334842;Nublado
334843;Céu Claro
334844;Céu Claro
334847;Céu Claro
334849;Chuva
334850;Céu Claro
334852;Céu Claro
334853;Céu Claro
334854;Céu Claro
334855;Nublado
334856;Chuva
334857;Chuva
334858;Céu Claro
334859;Nublado
334860;Céu Claro
334861;Nublado
334862;Nublado
334863;Nublado
334864;Céu Claro
334865;Nublado
334866;Chuva
334867;Céu Claro
334868;Chuva
334869;Céu Claro
334870;Nublado
334871;Garoa/Chuvisco
334873;Nublado
334874;Nublado
334875;Chuva
334877;Nublado
334879;Nublado
334880;Sol
334881;Nublado
334882;Céu Claro
334883;Nublado
334884;Nublado
334885;Nublado
334886;Céu Claro
334888;Céu Claro
334889;Chuva
334890;Sol
334891;Céu Claro
334892;Céu Claro
334893;Chuva
334894;Chuva
334895;Nublado
334897;Chuva
334898;Céu Claro
334899;Céu Claro
334900;Chuva
334902;Nublado
334903;Céu Claro
334904;Chuva
334905;Nublado
334906;Céu Claro
334907;Nublado
334908;Céu Claro
334909;Garoa/Chuvisco
334910;Nublado
334911;Céu Claro
334912;Céu Claro
334913;Céu Claro
334914;Nublado
334915;Céu Claro
334916;Céu Claro
334917;Céu Claro
334918;Céu Claro
334919;Céu Claro
334920;Céu Claro
334921;Chuva
334922;Céu Claro
334924;Céu Claro
334925;Nublado
334926;Céu Claro
334927;Chuva
334928;Céu Claro
334929;Nublado
334930;Ignorado
334931;Nublado
334932;Chuva
334934;Garoa/Chuvisco
334935;Céu Claro
334936;Céu Claro
334937;Céu Claro
334938;Céu Claro
334939;Nublado
334941;Céu Claro
334942;Chuva
334943;Chuva
334945;Céu Claro
334946;Céu Claro
334947;Garoa/Chuvisco
334948;Ignorado
334949;Céu Claro
334950;Céu Claro
334951;Céu Claro
334952;Chuva
334953;Céu Claro
334954;Céu Claro
334955;Nublado
334956;Céu Claro
334957;Céu Claro
334958;Nublado
334962;Céu Claro
334964;Sol
334965;Céu Claro
334966;Céu Claro
334967;Céu Claro
334971;Céu Claro
334972;Sol
334973;Céu Claro
334975;Céu Claro
334976;Chuva
334978;Céu Claro
334979;Nublado
334980;Céu Claro
334982;Céu Claro
334983;Chuva
334984;Nublado
334985;Chuva
334986;Sol
334987;Nublado
334989;Céu Claro
334990;Céu Claro
334991;Céu Claro
334992;Ignorado
334993;Céu Claro
334994;Nublado
334995;Chuva
334998;Nublado
334999;Sol
335000;Nublado
335001;Céu Claro
335002;Nublado
335003;Céu Claro
335005;Nublado
335006;Chuva
335007;Nublado
335008;Céu Claro
335009;Céu Claro
335010;Sol
335011;Sol
335012;Céu Claro
335013;Céu Claro
335014;Céu Claro
335015;Chuva
335016;Sol
335017;Céu Claro
335018;Chuva
335020;Sol
335021;Sol
335023;Céu Claro
335025;Chuva
335026;Chuva
335027;Céu Claro
335028;Nublado
335029;Céu Claro
335030;Chuva
335033;Chuva
335034;Céu Claro
335035;Céu Claro
335036;Céu Claro
335037;Chuva
335039;Nublado
335040;Céu Claro
335041;Céu Claro
335042;Chuva
335043;Céu Claro
335044;Chuva
335045;Nublado
335046;Nublado
335047;Céu Claro
335048;Nublado
335049;Nublado
335050;Céu Claro
335051;Chuva
335052;Nublado
335053;Sol
335054;Céu Claro
335056;Garoa/Chuvisco
335057;Céu Claro
335059;Chuva
335060;Céu Claro
335061;Céu Claro
335062;Céu Claro
335063;Céu Claro
335064;Céu Claro
335065;Céu Claro
335066;Chuva
335067;Céu Claro
335068;Chuva
335069;Chuva
335070;Céu Claro
335071;Céu Claro
335072;Céu Claro
335073;Ignorado
335074;Céu Claro
335075;Céu Claro
335076;Céu Claro
335077;Nublado
