f_acidente;d_classificacaoacidente
332894;Sem Vítimas
332895;Com Vítimas Feridas
332896;Sem Vítimas
332900;Com Vítimas Fatais
332902;Com Vítimas Fatais
332905;Com Vítimas Fatais
332906;Com Vítimas Feridas
332908;Com Vítimas Fatais
332909;Com Vítimas Feridas
332911;Com Vítimas Feridas
332914;Com Vítimas Feridas
332916;Com Vítimas Fatais
332917;Com Vítimas Feridas
332918;Com Vítimas Feridas
332919;Com Vítimas Feridas
332920;Com Vítimas Feridas
332921;Com Vítimas Feridas
332922;Com Vítimas Feridas
332923;Com Vítimas Feridas
332924;Com Vítimas Feridas
332925;Com Vítimas Feridas
332927;Com Vítimas Feridas
332928;Com Vítimas Fatais
332929;Sem Vítimas
332930;Com Vítimas Feridas
332931;Sem Vítimas
332932;Sem Vítimas
332933;Com Vítimas Feridas
332934;Com Vítimas Fatais
332936;Com Vítimas Feridas
332937;Com Vítimas Fatais
332938;Com Vítimas Feridas
332939;Com Vítimas Feridas
332940;Sem Vítimas
332941;Sem Vítimas
332942;Com Vítimas Feridas
332943;Com Vítimas Feridas
332946;Com Vítimas Fatais
332949;Com Vítimas Fatais
332953;Com Vítimas Feridas
332954;Com Vítimas Feridas
332955;Sem Vítimas
332956;Com Vítimas Feridas
332957;Com Vítimas Feridas
332958;Com Vítimas Feridas
332959;Com Vítimas Feridas
332960;Com Vítimas Feridas
332963;Com Vítimas Fatais
332964;Com Vítimas Feridas
332965;Com Vítimas Feridas
332966;Sem Vítimas
332967;Sem Vítimas
332968;Com Vítimas Feridas
332969;Sem Vítimas
332971;Com Vítimas Feridas
332972;Com Vítimas Feridas
332974;Com Vítimas Feridas
332976;Com Vítimas Feridas
332977;Com Vítimas Feridas
332978;Com Vítimas Feridas
332980;Com Vítimas Feridas
332981;Com Vítimas Feridas
332984;Com Vítimas Feridas
332985;Com Vítimas Feridas
332986;Com Vítimas Feridas
332987;Com Vítimas Feridas
332988;Com Vítimas Feridas
332989;Com Vítimas Feridas
332990;Com Vítimas Feridas
332991;Com Vítimas Feridas
332992;Com Vítimas Feridas
332993;Com Vítimas Feridas
332994;Com Vítimas Feridas
332995;Com Vítimas Feridas
332996;Com Vítimas Fatais
332997;Sem Vítimas
332998;Com Vítimas Feridas
332999;Sem Vítimas
333000;Com Vítimas Feridas
333001;Sem Vítimas
333002;Com Vítimas Feridas
333003;Sem Vítimas
333004;Com Vítimas Feridas
333006;Com Vítimas Feridas
333007;Com Vítimas Feridas
333008;Com Vítimas Fatais
333009;Sem Vítimas
333010;Com Vítimas Feridas
333011;Com Vítimas Feridas
333012;Com Vítimas Feridas
333013;Com Vítimas Feridas
333014;Com Vítimas Feridas
333015;Com Vítimas Feridas
333016;Sem Vítimas
333017;Com Vítimas Fatais
333018;Com Vítimas Feridas
333019;Com Vítimas Feridas
333020;Com Vítimas Feridas
333021;Com Vítimas Feridas
333022;Com Vítimas Feridas
333023;Com Vítimas Feridas
333024;Com Vítimas Feridas
333025;Com Vítimas Feridas
333026;Com Vítimas Feridas
333027;Sem Vítimas
333028;Sem Vítimas
333029;Sem Vítimas
333031;Com Vítimas Feridas
333032;Com Vítimas Fatais
333033;Com Vítimas Feridas
333034;Com Vítimas Feridas
333035;Com Vítimas Feridas
333037;Com Vítimas Feridas
333038;Sem Vítimas
333039;Com Vítimas Feridas
333041;Com Vítimas Fatais
333042;Com Vítimas Feridas
333043;Com Vítimas Feridas
333044;Com Vítimas Feridas
333045;Com Vítimas Feridas
333046;Sem Vítimas
333048;Com Vítimas Feridas
333049;Com Vítimas Feridas
333053;Com Vítimas Feridas
333054;Sem Vítimas
333055;Com Vítimas Feridas
333056;Com Vítimas Feridas
333057;Com Vítimas Feridas
333058;Com Vítimas Feridas
333059;Com Vítimas Feridas
333060;Com Vítimas Feridas
333062;Sem Vítimas
333063;Com Vítimas Feridas
333064;Com Vítimas Feridas
333065;Com Vítimas Feridas
333066;Com Vítimas Feridas
333067;Com Vítimas Feridas
333069;Com Vítimas Feridas
333073;Sem Vítimas
333074;Sem Vítimas
333076;Com Vítimas Feridas
333077;Com Vítimas Feridas
333079;Com Vítimas Feridas
333080;Com Vítimas Feridas
333081;Com Vítimas Feridas
333082;Com Vítimas Feridas
333083;Com Vítimas Feridas
333085;Com Vítimas Feridas
333086;Com Vítimas Feridas
333088;Sem Vítimas
333089;Sem Vítimas
333090;Com Vítimas Feridas
333091;Com Vítimas Fatais
333094;Com Vítimas Feridas
333095;Com Vítimas Feridas
333096;Com Vítimas Fatais
333097;Com Vítimas Feridas
333099;Com Vítimas Feridas
333100;Com Vítimas Fatais
333101;Com Vítimas Feridas
333102;Sem Vítimas
333104;Com Vítimas Feridas
333106;Com Vítimas Feridas
333107;Com Vítimas Feridas
333108;Com Vítimas Feridas
333109;Sem Vítimas
333110;Com Vítimas Feridas
333111;Com Vítimas Feridas
333112;Com Vítimas Fatais
333113;Com Vítimas Feridas
333114;Com Vítimas Fatais
333115;Sem Vítimas
333116;Com Vítimas Feridas
333118;Sem Vítimas
333120;Com Vítimas Feridas
333121;Com Vítimas Feridas
333122;Com Vítimas Feridas
333123;Com Vítimas Feridas
333124;Com Vítimas Feridas
333126;Com Vítimas Feridas
333129;Sem Vítimas
333130;Com Vítimas Feridas
333131;Sem Vítimas
333132;Com Vítimas Feridas
333133;Com Vítimas Feridas
333134;Com Vítimas Feridas
333136;Com Vítimas Feridas
333138;Com Vítimas Feridas
333139;Com Vítimas Feridas
333140;Com Vítimas Feridas
333144;Sem Vítimas
333145;Com Vítimas Feridas
333146;Com Vítimas Feridas
333147;Com Vítimas Feridas
333148;Com Vítimas Feridas
333150;Sem Vítimas
333151;Com Vítimas Feridas
333152;Com Vítimas Feridas
333153;Com Vítimas Feridas
333154;Sem Vítimas
333155;Com Vítimas Feridas
333156;Com Vítimas Feridas
333157;Com Vítimas Feridas
333158;Sem Vítimas
333159;Com Vítimas Feridas
333160;Com Vítimas Feridas
333161;Com Vítimas Feridas
333162;Com Vítimas Feridas
333163;Com Vítimas Feridas
333165;Com Vítimas Feridas
333166;Sem Vítimas
333167;Com Vítimas Fatais
333168;Com Vítimas Feridas
333169;Com Vítimas Feridas
333170;Com Vítimas Feridas
333171;Com Vítimas Feridas
333172;Sem Vítimas
333173;Com Vítimas Feridas
333174;Com Vítimas Feridas
333175;Com Vítimas Feridas
333176;Com Vítimas Feridas
333177;Com Vítimas Feridas
333178;Com Vítimas Feridas
333179;Com Vítimas Feridas
333180;Sem Vítimas
333181;Com Vítimas Feridas
333182;Sem Vítimas
333183;Com Vítimas Feridas
333184;Com Vítimas Feridas
333185;Com Vítimas Feridas
333186;Com Vítimas Feridas
333189;Com Vítimas Feridas
333190;Com Vítimas Fatais
333191;Com Vítimas Feridas
333193;Com Vítimas Feridas
333194;Com Vítimas Feridas
333197;Com Vítimas Feridas
333198;Com Vítimas Feridas
333199;Com Vítimas Feridas
333200;Com Vítimas Feridas
333201;Com Vítimas Feridas
333203;Com Vítimas Feridas
333204;Com Vítimas Feridas
333205;Com Vítimas Feridas
333206;Com Vítimas Feridas
333207;Com Vítimas Feridas
333208;Com Vítimas Fatais
333209;Com Vítimas Feridas
333210;Com Vítimas Feridas
333211;Sem Vítimas
333213;Sem Vítimas
333214;Sem Vítimas
333215;Sem Vítimas
333217;Sem Vítimas
333218;Com Vítimas Feridas
333220;Com Vítimas Feridas
333221;Com Vítimas Feridas
333222;Sem Vítimas
333223;Sem Vítimas
333224;Com Vítimas Feridas
333225;Com Vítimas Feridas
333226;Com Vítimas Feridas
333227;Sem Vítimas
333228;Com Vítimas Feridas
333229;Com Vítimas Feridas
333230;Com Vítimas Feridas
333231;Sem Vítimas
333232;Com Vítimas Fatais
333233;Com Vítimas Feridas
333235;Sem Vítimas
333236;Com Vítimas Feridas
333237;Com Vítimas Feridas
333238;Sem Vítimas
333239;Com Vítimas Feridas
333240;Sem Vítimas
333241;Com Vítimas Feridas
333242;Com Vítimas Feridas
333243;Com Vítimas Feridas
333244;Sem Vítimas
333245;Com Vítimas Feridas
333246;Sem Vítimas
333247;Com Vítimas Feridas
333249;Com Vítimas Feridas
333250;Com Vítimas Feridas
333251;Sem Vítimas
333252;Com Vítimas Feridas
333253;Com Vítimas Feridas
333254;Com Vítimas Feridas
333255;Com Vítimas Feridas
333256;Sem Vítimas
333257;Com Vítimas Feridas
333258;Com Vítimas Feridas
333259;Sem Vítimas
333260;Sem Vítimas
333261;Com Vítimas Feridas
333262;Sem Vítimas
333263;Com Vítimas Feridas
333264;Com Vítimas Feridas
333265;Com Vítimas Feridas
333266;Com Vítimas Feridas
333268;Com Vítimas Feridas
333269;Sem Vítimas
333270;Sem Vítimas
333271;Com Vítimas Feridas
333272;Com Vítimas Feridas
333275;Sem Vítimas
333276;Com Vítimas Feridas
333277;Sem Vítimas
333280;Com Vítimas Feridas
333281;Com Vítimas Feridas
333282;Com Vítimas Feridas
333283;Com Vítimas Feridas
333284;Com Vítimas Feridas
333285;Com Vítimas Feridas
333286;Com Vítimas Feridas
333287;Com Vítimas Feridas
333288;Com Vítimas Feridas
333289;Com Vítimas Feridas
333290;Com Vítimas Feridas
333291;Sem Vítimas
333292;Com Vítimas Feridas
333295;Com Vítimas Feridas
333296;Sem Vítimas
333298;Com Vítimas Feridas
333299;Sem Vítimas
333300;Com Vítimas Feridas
333301;Sem Vítimas
333302;Com Vítimas Feridas
333303;Com Vítimas Feridas
333304;Com Vítimas Feridas
333305;Com Vítimas Feridas
333306;Sem Vítimas
333307;Com Vítimas Feridas
333308;Com Vítimas Feridas
333309;Com Vítimas Feridas
333310;Com Vítimas Feridas
333311;Com Vítimas Feridas
333312;Com Vítimas Feridas
333313;Com Vítimas Feridas
333315;Com Vítimas Feridas
333316;Com Vítimas Feridas
333317;Com Vítimas Feridas
333318;Com Vítimas Feridas
333319;Sem Vítimas
333320;Com Vítimas Feridas
333321;Com Vítimas Feridas
333322;Com Vítimas Feridas
333323;Sem Vítimas
333325;Com Vítimas Feridas
333327;Com Vítimas Feridas
333328;Sem Vítimas
333329;Com Vítimas Fatais
333330;Com Vítimas Feridas
333331;Com Vítimas Feridas
333332;Com Vítimas Feridas
333333;Com Vítimas Feridas
333334;Com Vítimas Feridas
333335;Com Vítimas Feridas
333336;Com Vítimas Feridas
333337;Com Vítimas Feridas
333339;Com Vítimas Feridas
333340;Com Vítimas Feridas
333341;Com Vítimas Feridas
333342;Com Vítimas Feridas
333343;Com Vítimas Feridas
333344;Com Vítimas Fatais
333345;Com Vítimas Feridas
333346;Com Vítimas Feridas
333347;Com Vítimas Fatais
333348;Com Vítimas Feridas
333349;Sem Vítimas
333350;Com Vítimas Feridas
333351;Sem Vítimas
333352;Com Vítimas Feridas
333353;Com Vítimas Fatais
333354;Com Vítimas Feridas
333355;Com Vítimas Feridas
333356;Sem Vítimas
333358;Sem Vítimas
333359;Com Vítimas Feridas
333360;Sem Vítimas
333361;Com Vítimas Feridas
333362;Com Vítimas Feridas
333363;Com Vítimas Feridas
333364;Com Vítimas Feridas
333365;Com Vítimas Feridas
333366;Sem Vítimas
333368;Com Vítimas Feridas
333371;Com Vítimas Feridas
333372;Com Vítimas Feridas
333373;Com Vítimas Feridas
333374;Sem Vítimas
333375;Com Vítimas Feridas
333376;Com Vítimas Feridas
333377;Com Vítimas Feridas
333378;Com Vítimas Feridas
333379;Sem Vítimas
333380;Com Vítimas Feridas
333381;Com Vítimas Feridas
333382;Com Vítimas Feridas
333383;Com Vítimas Feridas
333385;Com Vítimas Feridas
333386;Com Vítimas Feridas
333388;Com Vítimas Feridas
333389;Com Vítimas Fatais
333390;Sem Vítimas
333391;Com Vítimas Feridas
333393;Com Vítimas Feridas
333394;Com Vítimas Feridas
333395;Sem Vítimas
333396;Com Vítimas Feridas
333397;Sem Vítimas
333398;Com Vítimas Feridas
333400;Com Vítimas Fatais
333402;Com Vítimas Feridas
333403;Com Vítimas Feridas
333404;Com Vítimas Feridas
333406;Com Vítimas Feridas
333407;Com Vítimas Feridas
333408;Com Vítimas Feridas
333409;Com Vítimas Feridas
333411;Com Vítimas Feridas
333413;Com Vítimas Feridas
333415;Com Vítimas Feridas
333416;Sem Vítimas
333417;Com Vítimas Feridas
333418;Com Vítimas Feridas
333419;Sem Vítimas
333420;Sem Vítimas
333422;Sem Vítimas
333424;Com Vítimas Feridas
333425;Com Vítimas Feridas
333426;Sem Vítimas
333427;Com Vítimas Feridas
333428;Com Vítimas Feridas
333429;Sem Vítimas
333431;Com Vítimas Feridas
333432;Sem Vítimas
333433;Com Vítimas Feridas
333434;Com Vítimas Feridas
333435;Com Vítimas Feridas
333437;Com Vítimas Feridas
333438;Com Vítimas Feridas
333440;Com Vítimas Feridas
333442;Sem Vítimas
333443;Sem Vítimas
333444;Com Vítimas Feridas
333446;Sem Vítimas
333447;Com Vítimas Feridas
333448;Com Vítimas Feridas
333450;Com Vítimas Feridas
333451;Com Vítimas Fatais
333452;Sem Vítimas
333453;Com Vítimas Fatais
333454;Com Vítimas Feridas
333455;Sem Vítimas
333456;Com Vítimas Feridas
333457;Com Vítimas Feridas
333458;Com Vítimas Feridas
333459;Sem Vítimas
333460;Com Vítimas Feridas
333461;Com Vítimas Fatais
333462;Sem Vítimas
333463;Com Vítimas Feridas
333464;Sem Vítimas
333465;Sem Vítimas
333467;Com Vítimas Feridas
333469;Com Vítimas Feridas
333470;Sem Vítimas
333471;Com Vítimas Feridas
333472;Com Vítimas Feridas
333473;Sem Vítimas
333474;Sem Vítimas
333475;Com Vítimas Fatais
333476;Com Vítimas Feridas
333477;Com Vítimas Feridas
333478;Com Vítimas Feridas
333479;Com Vítimas Feridas
333480;Com Vítimas Feridas
333481;Com Vítimas Feridas
333483;Com Vítimas Feridas
333484;Com Vítimas Feridas
333486;Com Vítimas Fatais
333487;Com Vítimas Feridas
333488;Com Vítimas Feridas
333489;Sem Vítimas
333490;Com Vítimas Feridas
333491;Com Vítimas Feridas
333492;Com Vítimas Feridas
333493;Com Vítimas Feridas
333494;Com Vítimas Feridas
333495;Sem Vítimas
333496;Com Vítimas Feridas
333497;Sem Vítimas
333498;Com Vítimas Feridas
333499;Sem Vítimas
333501;Com Vítimas Feridas
333502;Com Vítimas Feridas
333503;Com Vítimas Feridas
333505;Com Vítimas Feridas
333506;Com Vítimas Feridas
333507;Com Vítimas Fatais
333508;Sem Vítimas
333509;Com Vítimas Feridas
333510;Com Vítimas Feridas
333511;Com Vítimas Feridas
333512;Com Vítimas Feridas
333513;Com Vítimas Feridas
333514;Com Vítimas Feridas
333515;Sem Vítimas
333516;Sem Vítimas
333517;Com Vítimas Feridas
333518;Com Vítimas Feridas
333520;Com Vítimas Fatais
333521;Com Vítimas Feridas
333522;Com Vítimas Feridas
333523;Com Vítimas Feridas
333524;Com Vítimas Fatais
333525;Com Vítimas Feridas
333526;Com Vítimas Feridas
333527;Sem Vítimas
333528;Com Vítimas Feridas
333529;Com Vítimas Feridas
333530;Com Vítimas Feridas
333531;Com Vítimas Feridas
333532;Com Vítimas Feridas
333533;Com Vítimas Fatais
333534;Com Vítimas Feridas
333535;Com Vítimas Feridas
333536;Com Vítimas Fatais
333537;Com Vítimas Feridas
333538;Com Vítimas Feridas
333539;Com Vítimas Feridas
333540;Com Vítimas Feridas
333541;Com Vítimas Feridas
333542;Com Vítimas Feridas
333543;Com Vítimas Feridas
333544;Sem Vítimas
333545;Com Vítimas Feridas
333546;Sem Vítimas
333547;Com Vítimas Feridas
333548;Com Vítimas Feridas
333550;Com Vítimas Feridas
333551;Com Vítimas Feridas
333552;Sem Vítimas
333553;Com Vítimas Feridas
333555;Com Vítimas Feridas
333556;Com Vítimas Feridas
333557;Sem Vítimas
333558;Com Vítimas Feridas
333559;Com Vítimas Feridas
333560;Sem Vítimas
333561;Com Vítimas Feridas
333562;Sem Vítimas
333565;Com Vítimas Feridas
333566;Com Vítimas Feridas
333569;Com Vítimas Feridas
333572;Com Vítimas Feridas
333573;Com Vítimas Feridas
333574;Sem Vítimas
333575;Sem Vítimas
333576;Com Vítimas Feridas
333577;Com Vítimas Feridas
333578;Com Vítimas Feridas
333579;Com Vítimas Feridas
333580;Com Vítimas Feridas
333581;Com Vítimas Feridas
333582;Com Vítimas Feridas
333583;Com Vítimas Feridas
333584;Com Vítimas Feridas
333585;Sem Vítimas
333586;Com Vítimas Feridas
333587;Com Vítimas Feridas
333588;Sem Vítimas
333589;Sem Vítimas
333590;Com Vítimas Feridas
333591;Com Vítimas Feridas
333592;Sem Vítimas
333593;Com Vítimas Feridas
333594;Com Vítimas Feridas
333595;Sem Vítimas
333596;Com Vítimas Feridas
333597;Com Vítimas Feridas
333598;Com Vítimas Feridas
333599;Com Vítimas Feridas
333602;Sem Vítimas
333603;Com Vítimas Feridas
333604;Com Vítimas Feridas
333605;Com Vítimas Feridas
333606;Sem Vítimas
333607;Com Vítimas Feridas
333608;Com Vítimas Feridas
333609;Com Vítimas Feridas
333611;Com Vítimas Feridas
333612;Com Vítimas Feridas
333613;Com Vítimas Feridas
333614;Com Vítimas Feridas
333615;Com Vítimas Feridas
333616;Com Vítimas Feridas
333617;Com Vítimas Feridas
333618;Com Vítimas Feridas
333619;Com Vítimas Feridas
333620;Com Vítimas Fatais
333621;Sem Vítimas
333622;Com Vítimas Feridas
333623;Com Vítimas Fatais
333624;Com Vítimas Feridas
333625;Com Vítimas Feridas
333626;Com Vítimas Feridas
333627;Com Vítimas Feridas
333628;Com Vítimas Feridas
333629;Sem Vítimas
333630;Com Vítimas Feridas
333632;Com Vítimas Feridas
333633;Com Vítimas Feridas
333634;Sem Vítimas
333635;Com Vítimas Feridas
333636;Com Vítimas Feridas
333637;Com Vítimas Feridas
333638;Sem Vítimas
333639;Com Vítimas Feridas
333640;Com Vítimas Feridas
333641;Com Vítimas Feridas
333642;Com Vítimas Feridas
333643;Sem Vítimas
333644;Com Vítimas Feridas
333645;Com Vítimas Feridas
333646;Sem Vítimas
333647;Com Vítimas Feridas
333649;Sem Vítimas
333650;Com Vítimas Feridas
333651;Com Vítimas Feridas
333652;Com Vítimas Fatais
333653;Com Vítimas Feridas
333654;Com Vítimas Feridas
333655;Com Vítimas Feridas
333656;Com Vítimas Feridas
333657;Sem Vítimas
333658;Com Vítimas Feridas
333659;Com Vítimas Feridas
333661;Com Vítimas Feridas
333662;Com Vítimas Feridas
333663;Com Vítimas Fatais
333664;Com Vítimas Feridas
333665;Sem Vítimas
333666;Com Vítimas Feridas
333667;Com Vítimas Feridas
333668;Com Vítimas Feridas
333670;Com Vítimas Feridas
333671;Sem Vítimas
333672;Sem Vítimas
333673;Sem Vítimas
333674;Com Vítimas Feridas
333675;Com Vítimas Feridas
333676;Com Vítimas Feridas
333677;Com Vítimas Feridas
333678;Sem Vítimas
333679;Com Vítimas Feridas
333680;Com Vítimas Feridas
333681;Sem Vítimas
333682;Com Vítimas Feridas
333683;Com Vítimas Fatais
333685;Com Vítimas Feridas
333686;Sem Vítimas
333687;Com Vítimas Fatais
333689;Com Vítimas Feridas
333690;Sem Vítimas
333691;Sem Vítimas
333692;Com Vítimas Feridas
333693;Sem Vítimas
333694;Com Vítimas Feridas
333695;Com Vítimas Feridas
333696;Com Vítimas Feridas
333698;Sem Vítimas
333699;Com Vítimas Feridas
333700;Com Vítimas Feridas
333701;Com Vítimas Feridas
333702;Com Vítimas Feridas
333703;Com Vítimas Feridas
333704;Com Vítimas Feridas
333705;Com Vítimas Fatais
333706;Sem Vítimas
333707;Com Vítimas Feridas
333708;Sem Vítimas
333709;Com Vítimas Fatais
333710;Com Vítimas Feridas
333711;Sem Vítimas
333712;Com Vítimas Feridas
333713;Com Vítimas Feridas
333714;Sem Vítimas
333715;Com Vítimas Feridas
333716;Sem Vítimas
333717;Com Vítimas Feridas
333718;Sem Vítimas
333719;Com Vítimas Feridas
333720;Com Vítimas Feridas
333721;Com Vítimas Feridas
333722;Com Vítimas Feridas
333723;Com Vítimas Fatais
333724;Com Vítimas Feridas
333725;Com Vítimas Feridas
333726;Sem Vítimas
333727;Com Vítimas Feridas
333729;Com Vítimas Feridas
333732;Com Vítimas Feridas
333733;Com Vítimas Feridas
333734;Sem Vítimas
333735;Com Vítimas Feridas
333736;Sem Vítimas
333738;Com Vítimas Feridas
333739;Sem Vítimas
333740;Com Vítimas Feridas
333742;Com Vítimas Feridas
333743;Sem Vítimas
333744;Com Vítimas Feridas
333746;Com Vítimas Feridas
333747;Com Vítimas Feridas
333748;Com Vítimas Feridas
333749;Sem Vítimas
333750;Com Vítimas Feridas
333751;Com Vítimas Feridas
333753;Com Vítimas Fatais
333754;Com Vítimas Feridas
333755;Sem Vítimas
333756;Com Vítimas Feridas
333757;Sem Vítimas
333760;Sem Vítimas
333761;Com Vítimas Feridas
333762;Com Vítimas Feridas
333764;Com Vítimas Feridas
333765;Com Vítimas Feridas
333766;Sem Vítimas
333767;Com Vítimas Feridas
333770;Com Vítimas Feridas
333771;Com Vítimas Feridas
333772;Com Vítimas Feridas
333773;Com Vítimas Fatais
333774;Sem Vítimas
333775;Sem Vítimas
333776;Com Vítimas Feridas
333777;Com Vítimas Feridas
333778;Com Vítimas Feridas
333779;Com Vítimas Feridas
333781;Com Vítimas Feridas
