f_acidente;d_tipopista
337905;Simples
337907;Simples
337908;Simples
337909;Dupla
337910;Dupla
337911;Dupla
337912;Simples
337913;Múltipla
337914;Simples
337917;Dupla
337918;Dupla
337919;Simples
337921;Dupla
337922;Dupla
337924;Simples
337925;Simples
337928;Simples
337931;Simples
337932;Múltipla
337933;Dupla
337934;Simples
337935;Simples
337936;Simples
337937;Simples
337939;Simples
337940;Simples
337941;Simples
337944;Simples
337945;Dupla
337951;Simples
337952;Dupla
337953;Dupla
337954;Dupla
337956;Dupla
337957;Dupla
337958;Múltipla
337959;Simples
337960;Dupla
337961;Simples
337962;Simples
337964;Simples
337965;Múltipla
337966;Simples
337967;Dupla
337969;Dupla
337970;Dupla
337971;Simples
337972;Simples
337973;Dupla
337974;Simples
337975;Simples
337976;Dupla
337977;Dupla
337978;Simples
337979;Múltipla
337980;Dupla
337981;Dupla
337982;Simples
337983;Dupla
337984;Simples
337985;Dupla
337986;Múltipla
337987;Simples
337988;Dupla
337989;Simples
337990;Simples
337991;Dupla
337992;Simples
337993;Dupla
337994;Simples
337996;Simples
337997;Dupla
337999;Dupla
338000;Simples
338001;Simples
338003;Dupla
338004;Simples
338007;Simples
338008;Múltipla
338009;Simples
338010;Simples
338011;Dupla
338012;Simples
338013;Simples
338014;Simples
338015;Múltipla
338016;Dupla
338017;Simples
338018;Simples
338019;Múltipla
338020;Dupla
338021;Simples
338022;Dupla
338023;Dupla
338024;Dupla
338025;Simples
338026;Múltipla
338028;Simples
338029;Simples
338053;Simples
338054;Simples
338076;Dupla
338077;Simples
338078;Múltipla
338080;Simples
338081;Dupla
338082;Simples
338083;Dupla
338084;Dupla
338085;Dupla
338086;Simples
338087;Dupla
338088;Dupla
338089;Dupla
338090;Dupla
338091;Dupla
338092;Simples
338093;Dupla
338094;Simples
338095;Dupla
338096;Múltipla
338097;Dupla
338098;Dupla
338099;Simples
338100;Dupla
338101;Dupla
338102;Simples
338104;Dupla
338105;Dupla
338106;Simples
338107;Dupla
338109;Simples
338111;Dupla
338112;Múltipla
338113;Simples
338114;Dupla
338115;Dupla
338116;Dupla
338119;Dupla
338120;Dupla
338121;Dupla
338122;Simples
338123;Simples
338124;Dupla
338125;Dupla
338126;Simples
338127;Simples
338128;Simples
338129;Dupla
338130;Simples
338131;Simples
338132;Simples
338133;Simples
338134;Simples
338135;Simples
338136;Simples
338137;Dupla
338138;Dupla
338140;Simples
338144;Dupla
338145;Simples
338146;Simples
338147;Simples
338149;Dupla
338150;Simples
338151;Dupla
338152;Simples
338155;Simples
338156;Dupla
338157;Dupla
338158;Simples
338159;Simples
338160;Simples
338161;Múltipla
338162;Dupla
338163;Dupla
338165;Simples
338166;Dupla
338167;Múltipla
338168;Dupla
338169;Dupla
338170;Dupla
338171;Simples
338172;Simples
338173;Dupla
338174;Simples
338175;Simples
338176;Múltipla
338178;Simples
338179;Dupla
338180;Dupla
338182;Dupla
338183;Simples
338184;Simples
338185;Simples
338186;Dupla
338188;Dupla
338189;Simples
338190;Dupla
338191;Simples
338192;Simples
338193;Simples
338195;Dupla
338196;Dupla
338197;Dupla
338198;Simples
338200;Dupla
338201;Simples
338203;Dupla
338206;Dupla
338207;Simples
338209;Simples
338210;Simples
338211;Simples
338212;Dupla
338213;Múltipla
338214;Simples
338215;Dupla
338216;Simples
338217;Simples
338218;Simples
338219;Simples
338220;Simples
338221;Simples
338222;Simples
338223;Simples
338224;Dupla
338225;Simples
338226;Simples
338227;Simples
338228;Simples
338229;Simples
338230;Simples
338231;Simples
338232;Dupla
338233;Dupla
338234;Simples
338235;Simples
338237;Simples
338238;Dupla
338239;Simples
338240;Simples
338241;Simples
338243;Dupla
338244;Simples
338245;Dupla
338246;Dupla
338247;Dupla
338248;Simples
338249;Simples
338251;Dupla
338252;Simples
338253;Múltipla
338254;Dupla
338255;Dupla
338257;Simples
338258;Simples
338260;Simples
338261;Dupla
338263;Dupla
338264;Simples
338265;Dupla
338266;Simples
338269;Dupla
338270;Dupla
338271;Dupla
338272;Simples
338273;Simples
338274;Simples
338276;Dupla
338277;Dupla
338279;Dupla
338280;Dupla
338281;Dupla
338282;Simples
338283;Simples
338284;Dupla
338285;Múltipla
338287;Dupla
338288;Dupla
338289;Simples
338290;Dupla
338291;Simples
338292;Dupla
338293;Simples
338294;Múltipla
338295;Simples
338296;Dupla
338297;Simples
338298;Simples
338299;Dupla
338300;Dupla
338301;Dupla
338302;Simples
338304;Dupla
338305;Simples
338306;Múltipla
338308;Dupla
338309;Dupla
338310;Simples
338311;Dupla
338312;Dupla
338313;Simples
338314;Simples
338315;Simples
338316;Simples
338317;Simples
338318;Simples
338319;Simples
338320;Simples
338321;Dupla
338324;Simples
338325;Simples
338326;Dupla
338327;Dupla
338328;Dupla
338329;Simples
338330;Simples
338331;Simples
338332;Simples
338333;Dupla
338334;Dupla
338335;Simples
338336;Dupla
338337;Dupla
338338;Múltipla
338339;Dupla
338340;Dupla
338342;Dupla
338343;Simples
338344;Dupla
338345;Simples
338346;Simples
338347;Múltipla
338348;Dupla
338349;Dupla
338350;Simples
338351;Dupla
338352;Simples
338353;Simples
338354;Simples
338355;Simples
338356;Dupla
338359;Dupla
338361;Dupla
338362;Simples
338363;Simples
338364;Dupla
338365;Simples
338366;Dupla
338367;Dupla
338368;Dupla
338369;Dupla
338370;Dupla
338371;Múltipla
338372;Dupla
338373;Simples
338374;Dupla
338375;Dupla
338376;Dupla
338377;Simples
338378;Dupla
338380;Simples
338381;Múltipla
338383;Simples
338384;Simples
338385;Simples
338386;Simples
338387;Dupla
338388;Dupla
338389;Dupla
338390;Simples
338391;Dupla
338393;Simples
338394;Dupla
338395;Múltipla
338396;Simples
338398;Simples
338399;Simples
338400;Dupla
338401;Simples
338402;Simples
338403;Simples
338404;Dupla
338405;Dupla
338407;Simples
338408;Dupla
338410;Simples
338411;Simples
338413;Dupla
338414;Dupla
338415;Simples
338416;Dupla
338417;Dupla
338418;Dupla
338419;Simples
338420;Simples
338421;Dupla
338422;Simples
338423;Simples
338424;Dupla
338425;Dupla
338426;Dupla
338427;Dupla
338429;Simples
338431;Simples
338432;Simples
338433;Dupla
338434;Dupla
338435;Simples
338437;Simples
338438;Simples
338439;Dupla
338440;Dupla
338441;Simples
338442;Múltipla
338443;Dupla
338444;Simples
338445;Dupla
338446;Simples
338447;Simples
338448;Simples
338449;Simples
338451;Dupla
338452;Dupla
338453;Dupla
338454;Simples
338455;Dupla
338458;Simples
338459;Simples
338461;Dupla
338463;Simples
338464;Simples
338465;Simples
338467;Dupla
338468;Dupla
338469;Simples
338470;Dupla
338471;Dupla
338472;Simples
338473;Dupla
338474;Simples
338475;Dupla
338476;Dupla
338477;Dupla
338479;Dupla
338480;Dupla
338482;Múltipla
338483;Dupla
338484;Dupla
338485;Dupla
338486;Dupla
338488;Múltipla
338489;Dupla
338491;Simples
338492;Múltipla
338493;Dupla
338494;Múltipla
338495;Dupla
338498;Dupla
338499;Simples
338500;Simples
338501;Dupla
338502;Dupla
338503;Simples
338504;Dupla
338506;Dupla
338508;Simples
338509;Dupla
338510;Simples
338511;Dupla
338512;Múltipla
338513;Dupla
338514;Múltipla
338515;Múltipla
338516;Simples
338517;Simples
338518;Dupla
338519;Simples
338520;Dupla
338521;Múltipla
338522;Simples
338524;Simples
338525;Simples
338526;Múltipla
338527;Simples
338528;Simples
338530;Simples
338531;Dupla
338533;Dupla
338534;Dupla
338535;Dupla
338537;Múltipla
338539;Simples
338540;Simples
338541;Dupla
338542;Múltipla
338544;Simples
338545;Simples
338546;Simples
338547;Simples
338548;Múltipla
338549;Simples
338550;Dupla
338551;Simples
338552;Dupla
338553;Simples
338555;Simples
338556;Dupla
338557;Múltipla
338558;Simples
338562;Dupla
338563;Dupla
338565;Simples
338566;Dupla
338567;Simples
338568;Dupla
338569;Simples
338570;Múltipla
338571;Dupla
338572;Simples
338573;Dupla
338574;Dupla
338575;Dupla
338576;Dupla
338577;Simples
338578;Simples
338579;Dupla
338580;Simples
338581;Dupla
338582;Simples
338583;Simples
338584;Dupla
338585;Simples
338586;Simples
338589;Simples
338590;Dupla
338591;Dupla
338592;Simples
338593;Simples
338594;Dupla
338595;Simples
338596;Simples
338597;Dupla
338599;Dupla
338600;Dupla
338601;Dupla
338602;Simples
338603;Simples
338604;Dupla
338605;Simples
338606;Simples
338607;Dupla
338608;Simples
338609;Dupla
338610;Múltipla
338611;Simples
338612;Simples
338613;Dupla
338614;Simples
338615;Simples
338616;Simples
338617;Simples
338618;Dupla
338619;Simples
338620;Dupla
338621;Simples
338622;Dupla
338623;Múltipla
338624;Simples
338625;Múltipla
338626;Dupla
338627;Simples
338628;Simples
338630;Dupla
338631;Simples
338632;Múltipla
338633;Simples
338634;Múltipla
338635;Simples
338636;Dupla
338637;Simples
338638;Simples
338640;Dupla
338641;Dupla
338642;Dupla
338643;Múltipla
338644;Simples
338645;Dupla
338646;Dupla
338647;Dupla
338649;Simples
338650;Simples
338652;Dupla
338653;Simples
338654;Simples
338655;Dupla
338656;Simples
338657;Simples
338660;Múltipla
338661;Dupla
338662;Simples
338663;Simples
338664;Simples
338666;Dupla
338667;Simples
338668;Dupla
338669;Múltipla
338670;Simples
338672;Dupla
338673;Múltipla
338675;Dupla
338676;Simples
338677;Simples
338678;Simples
338679;Simples
338680;Dupla
338681;Simples
338682;Simples
338683;Dupla
338684;Simples
338685;Dupla
338688;Dupla
338689;Dupla
338690;Simples
338692;Simples
338693;Simples
338694;Simples
338695;Simples
338696;Dupla
338697;Simples
338698;Dupla
338700;Simples
338701;Dupla
338703;Simples
338704;Múltipla
338705;Simples
338706;Simples
338707;Simples
338708;Simples
338709;Simples
338710;Dupla
338711;Dupla
338712;Dupla
338713;Múltipla
338714;Dupla
338715;Simples
338716;Dupla
338717;Dupla
338718;Dupla
338719;Dupla
338720;Simples
338721;Simples
338722;Dupla
338723;Dupla
338724;Simples
338725;Dupla
338726;Dupla
338727;Múltipla
338728;Simples
338729;Dupla
338730;Dupla
338731;Dupla
338732;Simples
338733;Simples
338734;Dupla
338735;Simples
338736;Dupla
338738;Dupla
338740;Dupla
338741;Múltipla
338742;Simples
338744;Simples
338745;Simples
338746;Simples
338747;Dupla
338748;Dupla
338749;Dupla
338750;Dupla
338751;Simples
338752;Dupla
338753;Dupla
338754;Dupla
338756;Simples
338757;Dupla
338758;Simples
338759;Simples
338760;Simples
338761;Simples
338763;Simples
338764;Dupla
338765;Dupla
338766;Simples
338767;Dupla
338768;Dupla
338769;Simples
338770;Simples
338771;Dupla
338772;Múltipla
338773;Simples
338774;Simples
338775;Dupla
338777;Simples
338778;Simples
338779;Simples
338781;Dupla
338783;Dupla
338784;Múltipla
338785;Simples
338787;Simples
338788;Simples
338789;Múltipla
338790;Simples
338791;Simples
338792;Simples
338793;Simples
338794;Dupla
338795;Simples
338797;Simples
338798;Dupla
338799;Múltipla
338800;Simples
338801;Simples
338802;Simples
338803;Dupla
338804;Múltipla
338805;Dupla
338806;Dupla
338807;Múltipla
338808;Simples
338809;Simples
338810;Simples
338811;Simples
338812;Simples
338813;Simples
338814;Simples
338815;Simples
338816;Simples
338817;Dupla
338820;Dupla
338821;Dupla
338822;Simples
338823;Simples
338824;Simples
338825;Múltipla
338826;Dupla
338827;Múltipla
338829;Dupla
338830;Simples
338831;Dupla
338833;Múltipla
338834;Simples
338835;Dupla
338837;Dupla
338838;Simples
338840;Dupla
338841;Simples
338842;Dupla
338843;Simples
338845;Simples
338846;Dupla
338847;Simples
338848;Simples
338849;Simples
338850;Dupla
338851;Múltipla
338852;Simples
338853;Simples
338854;Simples
338855;Dupla
338856;Dupla
338857;Simples
338858;Dupla
338860;Dupla
338861;Simples
338862;Dupla
338863;Dupla
338864;Dupla
338865;Múltipla
338866;Simples
338867;Simples
338868;Simples
338869;Simples
338870;Simples
338871;Dupla
338872;Múltipla
338873;Simples
338874;Simples
338875;Dupla
338876;Simples
338877;Simples
338878;Simples
338879;Dupla
338880;Dupla
338881;Simples
338884;Simples
338885;Simples
338886;Simples
338888;Dupla
338889;Dupla
338891;Múltipla
338892;Dupla
338893;Simples
338894;Dupla
338895;Simples
338896;Simples
338897;Dupla
338898;Simples
338899;Simples
338900;Simples
338901;Simples
338902;Dupla
338903;Dupla
338906;Dupla
338907;Múltipla
338908;Dupla
338909;Dupla
338910;Simples
338911;Dupla
338912;Dupla
338913;Dupla
338914;Simples
338915;Dupla
338916;Dupla
338917;Simples
338919;Múltipla
338920;Dupla
338921;Simples
338922;Dupla
338923;Dupla
338924;Simples
338925;Dupla
338926;Dupla
338928;Dupla
338929;Dupla
338931;Dupla
338932;Dupla
338933;Dupla
338934;Dupla
338935;Dupla
338936;Dupla
338938;Dupla
338939;Simples
338940;Dupla
338941;Simples
338942;Dupla
338945;Dupla
338946;Simples
338947;Simples
338948;Dupla
338949;Dupla
338950;Simples
338951;Dupla
338952;Simples
338953;Dupla
338954;Simples
338955;Simples
338956;Simples
338957;Simples
338958;Simples
338960;Simples
338961;Simples
338962;Dupla
338963;Dupla
338964;Dupla
338965;Dupla
338966;Simples
338967;Dupla
338968;Simples
338969;Simples
338970;Simples
338971;Simples
338972;Múltipla
338973;Simples
338974;Dupla
338976;Múltipla
338978;Simples
338979;Múltipla
338980;Simples
338981;Dupla
338982;Simples
338983;Simples
338985;Dupla
338986;Simples
338987;Simples
338988;Dupla
338989;Simples
338991;Múltipla
338992;Dupla
338993;Dupla
338995;Dupla
338996;Simples
338997;Simples
338998;Dupla
338999;Simples
339000;Simples
339001;Simples
339002;Simples
339003;Simples
339004;Simples
339005;Simples
339006;Simples
339007;Simples
339009;Simples
339010;Simples
339011;Múltipla
339012;Dupla
339013;Dupla
339014;Dupla
339015;Simples
339016;Simples
339017;Simples
339018;Simples
339019;Simples
339020;Simples
339021;Dupla
339024;Dupla
339025;Simples
339026;Dupla
339027;Dupla
339028;Simples
339029;Simples
339030;Dupla
339031;Simples
339032;Simples
339033;Simples
339034;Dupla
339036;Simples
339037;Dupla
339038;Dupla
339039;Dupla
339040;Simples
339042;Dupla
339043;Dupla
339044;Simples
339045;Simples
339046;Simples
339047;Simples
339048;Dupla
339049;Dupla
339051;Simples
339052;Dupla
339054;Dupla
339055;Simples
339057;Múltipla
339058;Dupla
339059;Simples
339060;Dupla
339061;Simples
339062;Dupla
339063;Dupla
339065;Dupla
339066;Simples
339067;Dupla
339069;Simples
339070;Dupla
339071;Simples
339072;Dupla
339073;Dupla
339074;Simples
339075;Simples
339076;Simples
339078;Dupla
339079;Simples
339080;Simples
339081;Dupla
339082;Simples
339083;Simples
339084;Simples
339085;Dupla
339086;Dupla
339087;Múltipla
339088;Simples
339089;Simples
339090;Simples
339091;Dupla
339093;Múltipla
339094;Simples
339096;Dupla
339097;Simples
339098;Simples
339099;Dupla
339100;Simples
339101;Simples
339102;Dupla
339103;Simples
339104;Dupla
339105;Simples
339107;Dupla
339108;Simples
339109;Dupla
339110;Dupla
339111;Dupla
339113;Simples
339114;Dupla
339115;Dupla
339116;Dupla
339117;Simples
339118;Simples
339119;Dupla
339120;Simples
339121;Dupla
339123;Dupla
339124;Simples
339125;Múltipla
339126;Dupla
339127;Dupla
339128;Simples
339129;Simples
339131;Simples
339132;Dupla
339133;Dupla
339134;Dupla
339135;Simples
339136;Simples
339138;Simples
339139;Simples
339141;Simples
339142;Dupla
339146;Simples
339147;Simples
339149;Simples
339150;Simples
339151;Simples
339152;Simples
339153;Simples
339154;Dupla
339155;Simples
339156;Dupla
339157;Simples
339159;Simples
339160;Dupla
339161;Dupla
339162;Simples
339163;Simples
339164;Simples
339165;Dupla
339166;Simples
339167;Dupla
339168;Simples
339169;Dupla
339172;Simples
339173;Dupla
339174;Simples
339175;Simples
339176;Dupla
339177;Simples
339178;Dupla
339179;Dupla
339180;Dupla
339183;Simples
339184;Dupla
339185;Dupla
339186;Dupla
339187;Dupla
339188;Simples
339189;Dupla
339190;Dupla
339192;Simples
339193;Simples
339194;Simples
339195;Dupla
339197;Simples
339199;Dupla
339200;Simples
339202;Simples
339203;Simples
339204;Dupla
339205;Dupla
339206;Dupla
339208;Simples
339209;Dupla
339210;Dupla
339211;Simples
339212;Simples
339213;Simples
339214;Dupla
339215;Dupla
339216;Simples
339218;Dupla
339219;Simples
339220;Dupla
339223;Dupla
339224;Simples
339225;Simples
339227;Dupla
339228;Dupla
339229;Simples
339230;Dupla
339231;Múltipla
339232;Dupla
339233;Dupla
339234;Simples
339235;Dupla
339236;Dupla
339237;Dupla
339238;Dupla
339239;Simples
339242;Simples
339243;Dupla
339244;Simples
339246;Múltipla
339247;Dupla
339249;Simples
339250;Simples
339252;Dupla
339253;Dupla
339254;Dupla
339255;Múltipla
339256;Dupla
339257;Simples
339259;Simples
339260;Simples
339261;Simples
339262;Dupla
339263;Simples
339264;Dupla
339265;Simples
339267;Dupla
339269;Dupla
339271;Dupla
339272;Dupla
339273;Dupla
339274;Simples
339275;Simples
339277;Dupla
339278;Dupla
339279;Simples
339281;Dupla
339282;Dupla
339283;Dupla
339284;Simples
339285;Dupla
339287;Dupla
339288;Simples
339289;Simples
339290;Dupla
339291;Simples
339292;Dupla
339293;Simples
339294;Simples
339296;Múltipla
339297;Dupla
339298;Múltipla
339299;Simples
339304;Dupla
339306;Simples
339307;Dupla
339308;Simples
339310;Simples
339311;Simples
339312;Simples
339313;Dupla
339314;Simples
339315;Simples
339316;Simples
339317;Simples
339318;Simples
339319;Dupla
339320;Simples
339321;Simples
339323;Dupla
339324;Simples
339325;Simples
339326;Dupla
339328;Dupla
339329;Simples
339330;Dupla
339331;Dupla
339332;Dupla
339333;Dupla
339334;Simples
339336;Simples
339338;Dupla
339339;Simples
339340;Dupla
339341;Simples
339342;Simples
339344;Simples
339345;Simples
339346;Dupla
339347;Dupla
339348;Simples
339349;Dupla
339350;Simples
339351;Simples
339352;Simples
339353;Dupla
339355;Simples
339357;Simples
339358;Simples
339359;Dupla
339360;Dupla
339362;Dupla
339363;Simples
339364;Dupla
339365;Dupla
339368;Simples
339369;Simples
339370;Simples
339371;Dupla
339372;Simples
339373;Simples
339374;Dupla
339375;Dupla
339376;Múltipla
339377;Dupla
339379;Simples
339380;Simples
339381;Simples
339382;Múltipla
339383;Simples
339384;Dupla
339385;Simples
339387;Múltipla
339389;Dupla
339390;Múltipla
339392;Simples
339394;Dupla
339396;Dupla
339397;Dupla
339398;Dupla
339399;Simples
339401;Dupla
339402;Simples
339404;Múltipla
339405;Simples
339406;Múltipla
339407;Simples
339410;Dupla
339411;Simples
339412;Dupla
339413;Simples
339414;Dupla
339415;Dupla
339416;Simples
339418;Dupla
339419;Dupla
339420;Múltipla
339421;Dupla
339422;Múltipla
339423;Dupla
339425;Dupla
339427;Simples
339428;Dupla
339429;Simples
339430;Simples
339431;Simples
339432;Simples
339433;Simples
339435;Dupla
339436;Dupla
339437;Múltipla
339438;Múltipla
339439;Dupla
339440;Simples
339441;Dupla
339443;Simples
339446;Dupla
339447;Dupla
339448;Simples
339449;Simples
339450;Múltipla
339452;Simples
339453;Simples
339454;Múltipla
339455;Dupla
339456;Simples
339457;Dupla
339458;Simples
339459;Simples
339461;Simples
339462;Dupla
339463;Simples
339465;Simples
339466;Dupla
339467;Dupla
339468;Dupla
339469;Múltipla
339470;Dupla
339472;Simples
339473;Dupla
339474;Simples
339476;Dupla
339477;Dupla
339478;Dupla
339479;Dupla
339480;Dupla
339481;Dupla
339482;Simples
339483;Simples
339484;Simples
339485;Dupla
339486;Dupla
339487;Simples
339489;Múltipla
339490;Dupla
339491;Simples
339493;Simples
339494;Simples
339495;Simples
339496;Múltipla
339497;Simples
339499;Dupla
339500;Dupla
339502;Dupla
339503;Simples
339505;Simples
339506;Dupla
339507;Simples
